Source,Filter_ID,PCR_ID,Ecoregion,Country,Site_names,Common_MPA,MPA_Identi,Transect_ID,decimalLatitude,decimalLongitude,decimalLatitude_end,decimalLongitude_end,start_time,Date_Collection,Zone,Method,duration,filtr,vlm_f,EVE,EVS,Region,Projet
SPYGEN,SPY231699,SPY231699,Western Mediterranean,France,NA,RNBB,90006,90006.2.1,41.52758333,9.39415,41.55988333,9.39335,NA,11/05/2023,NTZ/Buffer,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231912,SPY231912,Western Mediterranean,France,NA,RNBB,90006,90006.2.2,41.52868333,9.40225,NA,NA,NA,15/06/2023,NTZ/Buffer,motionless_descended_from_surface,30,0.2,30,NA,NA,Med,PISCIS
SPYGEN,SPY231911,SPY231911,Western Mediterranean,France,NA,RNBB,90006,90006.2.2,41.52868333,9.40225,NA,NA,NA,15/06/2023,NTZ/Buffer,motionless_descended_from_surface,30,0.2,30,NA,NA,Med,PISCIS
SPYGEN,SPY231696,SPY231696,Western Mediterranean,France,NA,RNBB,90006,90006.3.1,41.51088333,9.302483333,41.52481667,9.3471,NA,11/05/2023,Buffer,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231695,SPY231695,Western Mediterranean,France,NA,RNBB,90006,90006.3.1,41.51088333,9.302483333,41.52481667,9.3471,NA,11/05/2023,Buffer,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231704,SPY231704,Western Mediterranean,France,NA,RNBB,90006,90006.3.2,41.5973,9.380366667,41.63621667,9.394716667,NA,11/05/2023,Buffer,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231703,SPY231703,Western Mediterranean,France,NA,RNBB,90006,90006.3.2,41.5973,9.380366667,41.63621667,9.394716667,NA,11/05/2023,Buffer,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY233720,SPY233720,Western Mediterranean,France,NA,RNBB,90006,90006.3.3,41.52646,9.28576,41.52209,9.28251,NA,10/08/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,Je_Navigueraie
SPYGEN,SPY233723,SPY233723,Western Mediterranean,France,NA,RNBB,90006,90006.3.4,41.52386,9.28097,41.5273,9.2861,NA,10/08/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,Je_Navigueraie
SPYGEN,SPY231692,SPY231692,Western Mediterranean,France,NA,RNBB,90006,90006.4.1,41.43455,9.251533333,41.46671667,9.285466667,NA,11/05/2023,Outside,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231691,SPY231691,Western Mediterranean,France,NA,RNBB,90006,90006.4.1,41.43455,9.251533333,41.46671667,9.285466667,NA,11/05/2023,Outside,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231694,SPY231694,Western Mediterranean,France,NA,RNBB,90006,90006.4.2,41.46726667,9.286066667,41.51108333,9.302366667,NA,11/05/2023,Outside,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231693,SPY231693,Western Mediterranean,France,NA,RNBB,90006,90006.4.2,41.46726667,9.286066667,41.51108333,9.302366667,NA,11/05/2023,Outside,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231914,SPY231914,Western Mediterranean,France,NA,RNBB,90006,90006.4.3,41.4707,9.278333333,NA,NA,NA,16/06/2023,Outside,motionless_descended_from_surface,30,0.2,30,NA,NA,Med,PISCIS
SPYGEN,SPY231913,SPY231913,Western Mediterranean,France,NA,RNBB,90006,90006.4.3,41.4707,9.278333333,NA,NA,NA,16/06/2023,Outside,motionless_descended_from_surface,30,0.2,30,NA,NA,Med,PISCIS
SPYGEN,SPY233353,SPY233353,Western Mediterranean,France,NA,Nonza,90007,90007.1,42.758633,9.33495,42.775633,9.337433,NA,24/08/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY233347,SPY233347,Western Mediterranean,France,NA,Nonza,90007,90007.1,42.758633,9.33495,42.775633,9.337433,NA,24/08/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY233713,SPY233713,Western Mediterranean,France,NA,Nonza,90007,90007.2.1,42.71246,9.25759,42.70356,9.26985,NA,27/08/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,Je_Navigueraie
SPYGEN,SPY233722,SPY233722,Western Mediterranean,France,NA,Nonza,90007,90007.2.2,42.71313,9.25728,42.70354,9.2693,NA,27/08/2023,Buffer,surface_boat_transect,36,0.2,NA,NA,NA,Med,Je_Navigueraie
SPYGEN,SPY233970,SPY233970,Western Mediterranean,France,NA,Nonza,90007,90007.2.3,42.723481,9.240836,42.737954,9.220952,NA,25/08/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY233371,SPY233371,Western Mediterranean,France,NA,Nonza,90007,90007.2.3,42.723481,9.240836,42.737954,9.220952,NA,25/08/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY233357,SPY233357,Western Mediterranean,France,NA,Nonza,90007,90007.2.4,42.83916667,9.31265,42.82455,9.31725,NA,24/08/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY233356,SPY233356,Western Mediterranean,France,NA,Nonza,90007,90007.2.4,42.83916667,9.31265,42.82455,9.31725,NA,24/08/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY223078,SPY223078,Western Mediterranean,France,NA,Calvi,90008,90008.1.1,42.576935,8.708269,42.585406,8.727343,NA,25/05/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY223082,SPY223082,Western Mediterranean,France,NA,Calvi,90008,90008.1.4,42.585406,8.727343,42.576935,8.708269,NA,25/05/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY231877,SPY231877,Western Mediterranean,France,NA,Calvi,90008,90008.1.2.2,42.58018,8.72848,NA,NA,NA,30/05/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,Arena
SPYGEN,SPY231871,SPY231871,Western Mediterranean,France,NA,Calvi,90008,90008.1.2.2,42.58018,8.72848,NA,NA,NA,30/05/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,Arena
SPYGEN,SPY231894,SPY231894,Western Mediterranean,France,NA,Calvi,90008,90008.1.5,42.59326667,8.722583333,NA,NA,NA,08/06/2023,NTZ,motionless_descended_from_surface,30,0.2,30,NA,NA,Med,PISCIS
SPYGEN,SPY231893,SPY231893,Western Mediterranean,France,NA,Calvi,90008,90008.1.5,42.59326667,8.722583333,NA,NA,NA,08/06/2023,NTZ,motionless_descended_from_surface,30,0.2,30,NA,NA,Med,PISCIS
SPYGEN,SPY233830,SPY233830,Western Mediterranean,France,NA,Calvi,90008,90008.1.2.1,42.58018,8.72848,NA,NA,NA,26/08/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,Arena
SPYGEN,SPY233829,SPY233829,Western Mediterranean,France,NA,Calvi,90008,90008.1.2.1,42.58018,8.72848,NA,NA,NA,26/08/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,Arena
SPYGEN,SPY234002,SPY234002,Western Mediterranean,France,NA,Calvi,90008,90008.1.3,42.585366,8.726229,42.579286,8.714933,NA,26/08/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY233994,SPY233994,Western Mediterranean,France,NA,Calvi,90008,90008.1.3,42.585366,8.726229,42.579286,8.714933,NA,26/08/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY231744,SPY231744,Western Mediterranean,France,NA,Calvi,90008,90008.2.1,42.56095,8.710233333,42.52803333,8.693616667,NA,04/05/2023,NTZ/Buffer,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231743,SPY231743,Western Mediterranean,France,NA,Calvi,90008,90008.2.1,42.56095,8.710233333,42.52803333,8.693616667,NA,04/05/2023,NTZ/Buffer,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231742,SPY231742,Western Mediterranean,France,NA,Calvi,90008,90008.2.5,42.57296667,8.77075,42.5876,8.7293,NA,04/05/2023,NTZ/Buffer,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231741,SPY231741,Western Mediterranean,France,NA,Calvi,90008,90008.2.5,42.57296667,8.77075,42.5876,8.7293,NA,04/05/2023,NTZ/Buffer,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231878,SPY231878,Western Mediterranean,France,NA,Calvi,90008,90008.2.6.1,42.57544,8.72766,NA,NA,NA,30/05/2023,NTZ/Buffer,dive_transect,30,0.2,30,NA,NA,Med,Arena
SPYGEN,SPY231870,SPY231870,Western Mediterranean,France,NA,Calvi,90008,90008.2.6.1,42.57544,8.72766,NA,NA,NA,30/05/2023,NTZ/Buffer,dive_transect,30,0.2,30,NA,NA,Med,Arena
SPYGEN,SPY231874,SPY231874,Western Mediterranean,France,NA,Calvi,90008,90008.2.2.1,42.56473,8.7318,NA,NA,NA,31/05/2023,NTZ/Buffer,dive_transect,30,0.2,30,NA,NA,Med,Arena
SPYGEN,SPY231873,SPY231873,Western Mediterranean,France,NA,Calvi,90008,90008.2.2.1,42.56473,8.7318,NA,NA,NA,31/05/2023,NTZ/Buffer,dive_transect,30,0.2,30,NA,NA,Med,Arena
SPYGEN,SPY231865,SPY231865,Western Mediterranean,France,NA,Calvi,90008,90008.2.4.1,42.57079,8.73509,NA,NA,NA,31/05/2023,NTZ/Buffer,dive_transect,15,0.2,15,NA,NA,Med,Arena
SPYGEN,SPY231896,SPY231896,Western Mediterranean,France,NA,Calvi,90008,90008.2.3,42.5707333,8.74148333,NA,NA,NA,08/06/2023,NTZ/Buffer,motionless_descended_from_surface,30,0.2,30,NA,NA,Med,PISCIS
SPYGEN,SPY231895,SPY231895,Western Mediterranean,France,NA,Calvi,90008,90008.2.3,42.5707333,8.74148333,NA,NA,NA,08/06/2023,NTZ/Buffer,motionless_descended_from_surface,30,0.2,30,NA,NA,Med,PISCIS
SPYGEN,SPY233828,SPY233828,Western Mediterranean,France,NA,Calvi,90008,90008.2.2.2,42.56473,8.7318,NA,NA,NA,26/08/2023,NTZ/Buffer,dive_transect,30,0.2,30,NA,NA,Med,Arena
SPYGEN,SPY233821,SPY233821,Western Mediterranean,France,NA,Calvi,90008,90008.2.2.2,42.56473,8.7318,NA,NA,NA,26/08/2023,NTZ/Buffer,dive_transect,30,0.2,30,NA,NA,Med,Arena
SPYGEN,SPY233820,SPY233820,Western Mediterranean,France,NA,Calvi,90008,90008.2.4.2,42.57079,8.73509,NA,NA,NA,26/08/2023,NTZ/Buffer,dive_transect,15,0.2,15,NA,NA,Med,Arena
SPYGEN,SPY233813,SPY233813,Western Mediterranean,France,NA,Calvi,90008,90008.2.4.2,42.57079,8.73509,NA,NA,NA,26/08/2023,NTZ/Buffer,dive_transect,15,0.2,15,NA,NA,Med,Arena
SPYGEN,SPY233822,SPY233822,Western Mediterranean,France,NA,Calvi,90008,90008.2.6.2,42.57544,8.72766,NA,NA,NA,26/08/2023,NTZ/Buffer,dive_transect,30,0.2,30,NA,NA,Med,Arena
SPYGEN,SPY233814,SPY233814,Western Mediterranean,France,NA,Calvi,90008,90008.2.6.2,42.57544,8.72766,NA,NA,NA,26/08/2023,NTZ/Buffer,dive_transect,30,0.2,30,NA,NA,Med,Arena
SPYGEN,SPY233958,SPY233958,Western Mediterranean,France,NA,Calvi,90008,90008.3.1,42.563468,8.757588,NA,NA,NA,25/08/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY233951,SPY233951,Western Mediterranean,France,NA,Calvi,90008,90008.3.1,42.563468,8.757588,NA,NA,NA,25/08/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY223077,SPY223077,Western Mediterranean,France,NA,Calvi,90008,90008.3.2,42.576198,8.799355,42.588256,8.798488,NA,25/05/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY223079,SPY223079,Western Mediterranean,France,NA,Calvi,90008,90008.3.3,42.588256,8.798488,42.576198,8.799355,NA,25/05/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY233953,SPY233953,Western Mediterranean,France,NA,Calvi,90008,90008.3.4,42.600464,8.796462,42.605377,8.82022,NA,25/08/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY233952,SPY233952,Western Mediterranean,France,NA,Calvi,90008,90008.3.4,42.600464,8.796462,42.605377,8.82022,NA,25/08/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY231740,SPY231740,Western Mediterranean,France,NA,Calvi,90008,90008.3.5,42.60813333,8.789766667,42.57446667,8.771733333,NA,01/05/2023,Buffer,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231739,SPY231739,Western Mediterranean,France,NA,Calvi,90008,90008.3.5,42.60813333,8.789766667,42.57446667,8.771733333,NA,01/05/2023,Buffer,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY233957,SPY233957,Western Mediterranean,France,NA,Calvi,90008,90008.4.1,42.583561,8.796397,42.589697,8.805509,NA,26/08/2023,Buffer/Outside,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY233956,SPY233956,Western Mediterranean,France,NA,Calvi,90008,90008.4.1,42.583561,8.796397,42.589697,8.805509,NA,26/08/2023,Buffer/Outside,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY231738,SPY231738,Western Mediterranean,France,NA,Calvi,90008,90008.4.2,42.62891667,8.830266667,42.60893333,8.79225,NA,01/05/2023,Buffer/Outside,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231737,SPY231737,Western Mediterranean,France,NA,Calvi,90008,90008.4.2,42.62891667,8.830266667,42.60893333,8.79225,NA,01/05/2023,Buffer/Outside,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY232685,SPY232685,Western Mediterranean,France,NA,Marseille_calanques_Riou,90009,90009.1.1,43.1694583,5.3941188,43.17083,5.3815,NA,23/05/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,DeepHeart
SPYGEN,SPY232675,SPY232675,Western Mediterranean,France,NA,Marseille_calanques_Riou,90009,90009.1.1,43.1694583,5.3941188,43.17083,5.3815,NA,23/05/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,DeepHeart
SPYGEN,SPY224145,SPY224145,Western Mediterranean,France,NA,Marseille_calanques_Riou,90009,90009.1.1,43.1694583,5.3941188,43.17083,5.3815,NA,23/05/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,DeepHeart
SPYGEN,SPY224144,SPY224144,Western Mediterranean,France,NA,Marseille_calanques_Riou,90009,90009.1.1,43.1694583,5.3941188,43.17083,5.3815,NA,23/05/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,DeepHeart
SPYGEN,SPY224134,SPY224134,Western Mediterranean,France,NA,Marseille_calanques_Riou,90009,90009.1.1,43.1694583,5.3941188,43.17083,5.3815,NA,23/05/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,DeepHeart
SPYGEN,SPY224132,SPY224132,Western Mediterranean,France,NA,Marseille_calanques_Riou,90009,90009.1.1,43.1694583,5.3941188,43.17083,5.3815,NA,23/05/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,DeepHeart
SPYGEN,SPY232684,SPY232684,Western Mediterranean,France,NA,Marseille_calanques_Riou,90009,90009.1.2,43.1766012,5.3696705,43.175825,5.378393,NA,24/05/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,DeepHeart
SPYGEN,SPY232683,SPY232683,Western Mediterranean,France,NA,Marseille_calanques_Riou,90009,90009.1.2,43.1766012,5.3696705,43.175825,5.378393,NA,24/05/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,DeepHeart
SPYGEN,SPY232678,SPY232678,Western Mediterranean,France,NA,Marseille_calanques_Riou,90009,90009.1.2,43.1766012,5.3696705,43.175825,5.378393,NA,24/05/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,DeepHeart
SPYGEN,SPY232674,SPY232674,Western Mediterranean,France,NA,Marseille_calanques_Riou,90009,90009.1.2,43.1766012,5.3696705,43.175825,5.378393,NA,24/05/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,DeepHeart
SPYGEN,SPY232673,SPY232673,Western Mediterranean,France,NA,Marseille_calanques_Riou,90009,90009.1.2,43.1766012,5.3696705,43.175825,5.378393,NA,24/05/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,DeepHeart
SPYGEN,SPY232671,SPY232671,Western Mediterranean,France,NA,Marseille_calanques_Riou,90009,90009.1.2,43.1766012,5.3696705,43.175825,5.378393,NA,24/05/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,DeepHeart
SPYGEN,SPY232140,SPY232140,Western Mediterranean,France,NA,Marseille_calanques_Riou,90009,90009.2.1,43.25269,5.36375,43.2684,5.35564,NA,15/07/2023,Outside,surface_boat_transect,30,0.2,30,NA,NA,Med,Oceanoscientific
SPYGEN,SPY232240,SPY232240,Western Mediterranean,France,NA,Marseille_calanques_Riou,90009,90009.2.2,43.26846,5.35562,43.2507,5.36468,NA,15/07/2023,Outside,surface_boat_transect,29.4,0.2,29,NA,NA,Med,Oceanoscientific
SPYGEN,SPY232234,SPY232234,Western Mediterranean,France,NA,Marseille_Carry,90004,90004.1.2,43.34039,5.01922,43.32579,5.03559,NA,16/07/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,Oceanoscientific
SPYGEN,SPY232051,SPY232051,Western Mediterranean,France,NA,Marseille_Carry,90004,90004.1.1,43.32579,5.03556,43.33842,5.02145,NA,16/07/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,Oceanoscientific
SPYGEN,SPY232041,SPY232041,Western Mediterranean,France,NA,Marseille_Carry,90004,90004.1.3,43.32734,5.15631,43.32789,5.16921,NA,26/05/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,BiodivMed
SPYGEN,SPY232048,SPY232048,Western Mediterranean,France,NA,Marseille_Carry,90004,90004.2.1,43.3292669,5.2335014,43.331383,5.238666,NA,26/05/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,BiodivMed
SPYGEN,SPY232040,SPY232040,Western Mediterranean,France,NA,Marseille_Carry,90004,90004.2.2,43.331933,5.243763,43.3301116,5.2302589,NA,26/05/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,BiodivMed
SPYGEN,SPY232056,SPY232056,Western Mediterranean,France,NA,Marseille_Carry,90004,90004.1.4,43.32803,5.16912,43.32736,5.15668,NA,26/05/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,BiodivMed
SPYGEN,SPY232042,SPY232042,Western Mediterranean,France,NA,Marseille_Carry,90004,90004.3.1,43.3481833,5.274866,43.356383,5.288333,NA,26/05/2023,Outside,surface_boat_transect,30,0.2,30,NA,NA,Med,BiodivMed
SPYGEN,SPY232049,SPY232049,Western Mediterranean,France,NA,Marseille_Carry,90004,90004.3.2,43.357,5.288983,43.3512,5.2794166,NA,26/05/2023,Outside,surface_boat_transect,30,0.2,30,NA,NA,Med,BiodivMed
