"lon","lat","avg_sst"
-4.625,36.125,18.97636568872
-4.625,36.375,18.7506279841147
-4.625,43.625,16.866201807241
-4.625,43.875,16.8895624661055
-4.625,44.125,16.820600741548
-4.625,44.375,16.6877045214502
-4.625,44.625,16.5873220865844
-4.625,44.875,16.5204094980584
-4.625,45.125,16.4449722962301
-4.625,45.375,16.3458193195322
-4.625,45.625,16.2366936402243
-4.625,45.875,16.0928138722487
-4.625,46.125,15.902704541149
-4.625,46.375,15.7099450064487
-4.625,46.625,15.5583876104303
-4.625,46.875,15.4078138721445
-4.375,35.125,19.4722672811623
-4.375,35.375,19.6271853942037
-4.375,35.625,19.6985787876317
-4.375,35.875,19.5083875604015
-4.375,36.125,19.1784695588826
-4.375,36.375,19.0113383798651
-4.375,36.625,19.1227045267658
-4.375,43.625,16.8923493343624
-4.375,43.875,16.9034149268937
-4.375,44.125,16.8378958050671
-4.375,44.375,16.716966819242
-4.375,44.625,16.6173220488543
-4.375,44.875,16.5468848520289
-4.375,45.125,16.4768575449459
-4.375,45.375,16.3898903528849
-4.375,45.625,16.284562470483
-4.375,45.875,16.1383329688526
-4.375,46.125,15.9477592348401
-4.375,46.375,15.7639340468443
-4.375,46.625,15.615245542891
-4.375,46.875,15.4570761352289
-4.125,35.375,19.6657645741447
-4.125,35.625,19.7075678194807
-4.125,35.875,19.5219667934981
-4.125,36.125,19.2353820800781
-4.125,36.375,19.1324586138699
-4.125,36.625,19.2136334539111
-4.125,43.625,16.9021581013997
-4.125,43.875,16.9113110610045
-4.125,44.125,16.8640706812749
-4.125,44.375,16.7643165536266
-4.125,44.625,16.6609832263384
-4.125,44.875,16.5730050978113
-4.125,45.125,16.490245488172
-4.125,45.375,16.4053821563721
-4.125,45.625,16.305327488425
-4.125,45.875,16.1671854759175
-4.125,46.125,15.9883056364424
-4.125,46.375,15.816830210347
-4.125,46.625,15.6698084033904
-4.125,46.875,15.5078411753712
-3.875,35.375,19.5559012564154
-3.875,35.625,19.5721033961395
-3.875,35.875,19.4010378128844
-3.875,36.125,19.1988793852551
-3.875,36.375,19.1867481997756
-3.875,36.625,19.3058738265533
-3.875,43.625,16.9128685206012
-3.875,43.875,16.9347536837468
-3.875,44.125,16.9089067047411
-3.875,44.375,16.8293439026087
-3.875,44.625,16.7238794154808
-3.875,44.875,16.6125406228779
-3.875,45.125,16.5072673865355
-3.875,45.375,16.4107919859756
-3.875,45.625,16.3109285896593
-3.875,45.875,16.1824859608718
-3.875,46.125,16.0201089499427
-3.875,46.375,15.8603002334553
-3.875,46.625,15.7200543111791
-3.875,46.875,15.5593712056269
-3.625,35.375,19.4480596683064
-3.625,35.625,19.4096717130942
-3.625,35.875,19.2836061331744
-3.625,36.125,19.1927864746969
-3.625,36.375,19.2705733346157
-3.625,36.625,19.4119121285736
-3.625,43.625,16.9415569904723
-3.625,43.875,16.9799449613186
-3.625,44.125,16.9695624836156
-3.625,44.375,16.8980051077129
-3.625,44.625,16.7889340431964
-3.625,44.875,16.6643712455458
-3.625,45.125,16.5413657772085
-3.625,45.375,16.430190844614
-3.625,45.625,16.3228684696343
-3.625,45.875,16.2015843704099
-3.625,46.125,16.0494805398535
-3.625,46.375,15.8984969014027
-3.625,46.625,15.7578411727655
-3.625,46.875,15.5721581073407
-3.375,35.375,19.4527044478661
-3.375,35.625,19.3784968501232
-3.375,35.875,19.2884695386626
-3.375,36.125,19.2840432677764
-3.375,36.375,19.385573316793
-3.375,36.625,19.494316517981
-3.375,43.625,16.9866662546585
-3.375,43.875,17.0316936148972
-3.375,44.125,17.0281416783567
-3.375,44.375,16.9593438919776
-3.375,44.625,16.8519941627002
-3.375,44.875,16.7235515260957
-3.375,45.125,16.5922673934144
-3.375,45.375,16.4729504507096
-3.375,45.625,16.3610651662441
-3.375,45.875,16.2368575184723
-3.375,46.125,16.0846991096038
