"scientific_name","rank","species_name","species_name_fishbase","genus_name","genus_name_fishbase","family_name","10001.1","10001.2","10001.3","20001.1","20001.2","20001.3","20002.1","20002.2","20002.3","20003.1","20003.2","20003.3","30001.1","30001.2","30001.3","30002.1","30002.2","30002.3","40001.1","40001.2","40001.3","40002.1","40002.2","40002.3","50001.1","50001.2","50001.3","50002.1","50002.2","50002.3","50003.1","50003.2","50003.3","70001.1.1","70001.1.2","70001.2.1","70001.2.2","70001.3.1","70001.3.2","70002.1","70002.2","70002.3","70003.1","70003.2","70003.3","70004.1","70004.2","70004.3","70004.4","70005.1","70005.2","70005.3","70005.4","70006.1","70006.2","70006.3","70006.4","70006.5","70006.6","80001.1","80001.2","80001.3","80002.1","80002.2","80002.3","90004.1.1","90004.1.2","90004.1.3","90004.1.4","90004.2.1","90004.2.2","90004.3.1","90004.3.2","90005.1.1","90005.1.2","90005.1.3","90005.1.4","90005.2.1","90005.2.2","90005.2.3","90005.2.4","90005.2.5","90005.2.6","90005.3.1","90005.3.2","90005.3.3","90005.3.4","90005.3.5","90005.3.6","90005.4.1","90005.4.2","90005.4.3","90006.1.1","90006.1.2","90006.1.3","90006.2.1","90006.2.2","90006.3.1","90006.3.2","90006.3.3","90006.3.4","90006.4.1","90006.4.2","90006.4.3","90007.1","90007.2.1","90007.2.3","90007.2.4","90008.1.1","90008.1.2.1","90008.1.2.2","90008.1.3","90008.1.4","90008.1.5","90008.2.1","90008.2.2.1","90008.2.2.2","90008.2.3","90008.2.4.1","90008.2.4.2","90008.2.5","90008.2.6.1","90008.2.6.2","90008.3.1","90008.3.2","90008.3.3","90008.3.4","90008.3.5","90008.4.1","90008.4.2","90009.1.1","90009.1.2","90009.2.1","90009.2.2"
"Lesueurigobius sanzi","species","Lesueurigobius sanzi","Lesueurigobius sanzi","Lesueurigobius","Lesueurigobius","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lesueurigobius suerii","species","Lesueurigobius suerii","Lesueurigobius suerii","Lesueurigobius","Lesueurigobius","Gobiidae",0,0,0,61,86,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,90,0,578,0,0,343,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,0,0,0,6610,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lipophrys","genus",NA,NA,"Lipophrys","Lipophrys","Blenniidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,855,882,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0
"Lipophrys trigloides","species","Lipophrys trigloides","Lipophrys trigloides","Lipophrys","Lipophrys","Blenniidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,75,0,0,0,0,0,0,0,650,0,0,0,0,22,0,24,0,0,0,321,167,33,31,0,0,0,0,578,10320,0,0,0,0,161,0,47,0,2460,21483,1711,22541,0,3713,15446,14,30,0,416,113,0,360,36,4972,3068,8899,16862,7376,6124,0,0,0,628,5239,0,625,0,1254,2823,0,0,2771,4812,0,0,0,3291,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92725,1292,0,0,2252,0,0,0,0,0,0,1793,0,3084,200,32133,0,0,0,0,1510,0,0
"Lithognathus","genus",NA,NA,"Lithognathus","Lithognathus","Sparidae",0,0,0,0,0,0,0,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,105,232,0,0,293,0,114,3800,3776,0,0,0,0,0,0,0,0,0,82
"Lithognathus mormyrus","species","Lithognathus mormyrus","Lithognathus mormyrus","Lithognathus","Lithognathus","Sparidae",0,1532,5147,307,310,0,0,723,547,1064,0,84,114,0,0,0,0,0,0,328,319,175,228,125,549,23,0,0,1411,1822,0,108,0,4288,2532,673,4789,759,774,0,0,0,0,0,0,0,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,1051,345,2060,0,0,0,65,0,0,0,666,2148,0,0,2510,889,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,155,51512,2013,0,0,0,0,0,0,0,0,0,49975,47580,61,0,22583,78,13387,64433,95083,4680,1234,0,1684,0,0,1585,0,21050,4088
"Lobianchia dofleini","species","Lobianchia dofleini","Lobianchia dofleini","Lobianchia","Lobianchia","Myctophidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,818,1191,52,181,38,156,245,45,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lophius budegassa","species","Lophius budegassa","Lophius budegassa","Lophius","Lophius","Lophiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lophius piscatorius","species","Lophius piscatorius","Lophius piscatorius","Lophius","Lophius","Lophiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macroramphosus scolopax","species","Macroramphosus scolopax","Macroramphosus scolopax","Macroramphosus","Macroramphosus","Centriscidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maurolicus","genus",NA,NA,"Maurolicus","Maurolicus","Sternoptychidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,72,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,2,0,0,0,0,0,0,0,193,0,2,0,0
"Merluccius","genus",NA,NA,"Merluccius","Merluccius","Merlucciidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Merluccius merluccius","species","Merluccius merluccius","Merluccius merluccius","Merluccius","Merluccius","Merlucciidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microlipophrys","genus",NA,NA,"Microlipophrys","Microlipophrys","Blenniidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,23,1710,735,1403,0,0,0,0,280,0,0,0,0,0,0,0,5457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microlipophrys canevae","species","Microlipophrys canevae","Microlipophrys canevae","Microlipophrys","Microlipophrys","Blenniidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,0,0,0,0,0,0,0,0,0,0,1183,0,28129,0,6284,0,0,0,0,0,0,27,356,44,0,0,0,486,0,284,839,14833,21392,17596,13192,0,0,8274,0,6930,0,1302,0,1257,3006,0,0,0,1150,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3038,0,0
"Micromesistius poutassou","species","Micromesistius poutassou","Micromesistius poutassou","Micromesistius","Micromesistius","Gadidae",0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Millerigobius","genus",NA,NA,"Millerigobius","Millerigobius","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,562,38,0,0,773,0,962,0,5399,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,229,321,200,0,0,0,148,378,26,0,0,0,0,0,0,0,0,0,0
"Millerigobius macrocephalus","species","Millerigobius macrocephalus","Millerigobius macrocephalus","Millerigobius","Millerigobius","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mobula","genus",NA,NA,"Mobula","Mobula","Myliobatidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,364,0,0,0,0,0,0,0,0,186,0,0,0,2,0,0,0,0,0,0,0,0
"Mola","genus",NA,NA,"Mola","Mola","Molidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,108,381,0,0,0,0,0,0,0,123,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mola mola","species","Mola mola","Mola mola","Mola","Mola","Molidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,1047,20607,1981,188,26,150,0,186,0,388,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932,0,4494,5980,0,159,0,0,20748,30300,0,0,7906,3869,0,0,32955,14618,0,0,0,494,8859,0,6440,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,14,0,0,0,0,0,0,0,0,341,0,0,186,0,0,0,0,0,846,0,0
"Mugil","genus",NA,NA,"Mugil","Mugil","Mugilidae",0,0,5842,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15699,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,12469,0,0,26283,118,0,0,14380,22257,0,0,0,5783,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23604,1123,0,0,0,0,0,0,0,9991,3666
"Mullus","genus",NA,NA,"Mullus","Mullus","Mullidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,54,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,86,0,0,0,0,46,0,0,0,0,0,0,226,0,0,0,0,12,66,275,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,321
"Mullus barbatus","species","Mullus barbatus","Mullus barbatus","Mullus","Mullus","Mullidae",0,0,0,0,0,0,0,0,0,0,0,0,49,17,600,1414,821,306,0,158,0,0,0,0,215,195,210,0,31,0,346,0,0,247,94,7638,0,0,0,30,90,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,228,0,1649,0,2213,5719,118,438,0,0,0,0,568,0,0,0,0,0,3018,0,0,1591,0,2823,0,1873,7816,1779,174,0,0,0,17795,611,0,0,14079,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8626,156,1797,0,2175,0,0,0,0,0,0,0,3021,0,3151
"Mullus surmuletus","species","Mullus surmuletus","Mullus surmuletus","Mullus","Mullus","Mullidae",0,0,0,0,0,0,0,0,0,37,0,0,119,0,0,267,0,155,0,28,340,0,0,172,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,90,0,220,113,0,0,172,0,3088,0,586,0,0,0,0,0,0,0,383,37,159,13,0,0,0,57,12,590,770,4070,1658,0,33,0,371,0,0,1451,0,0,356,928,726,0,0,18,718,134,0,0,0,0,1262,658,0,238,0,10561,24,0,0,2940,529,10,0,0,0,0,0,34029,0,0,0,0,4628,890,479,6699,0,28367,1132,908,952,304,0,0,1345,43,0,129,10020,1106,651,0
"Muraena","genus",NA,NA,"Muraena","Muraena","Muraenidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,0,0,0,0,0,0,0,0,1757,0,0,0,229,3206,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,0,0,0,169,0,0,0,0,0,139,0,0,0,0,3384,0,0,140,0,0,0,0
"Muraena helena","species","Muraena helena","Muraena helena","Muraena","Muraena","Muraenidae",0,0,0,0,56,0,0,0,0,0,0,46,60,0,474,0,187,1834,0,739,912,0,808,188,0,0,0,0,0,0,89,0,0,343,623,54,0,108,1112,1549,553,594,5384,6393,0,0,11135,84870,7436,10243,9282,227,0,0,0,0,0,0,0,0,0,0,0,2190,0,99,0,651,0,1206,116,1054,1635,0,0,0,0,1392,0,0,0,19,602,0,10083,0,883,0,0,0,2179,0,0,0,3663,0,0,3947,1614,0,0,0,0,126,2895,0,0,0,0,0,35563,0,0,0,1498,4067,10351,1962,0,7024,389,865,8218,0,1934,0,160498,197,0,411,1139,0,0,0
"Mycteroperca","genus",NA,NA,"Mycteroperca","Mycteroperca","Serranidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycteroperca rubra","species","Mycteroperca rubra","Mycteroperca rubra","Mycteroperca","Mycteroperca","Serranidae",640,0,708,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,0,0,0,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myctophidae","family",NA,NA,NA,NA,"Myctophidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myctophum","genus",NA,NA,"Myctophum","Myctophum","Myctophidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0
"Myctophum punctatum","species","Myctophum punctatum","Myctophum punctatum","Myctophum","Myctophum","Myctophidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,3435,764,81822,11714,1499,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18675,0,0,0,20574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,190,0,0,0,0
"Myliobatis","genus",NA,NA,"Myliobatis","Myliobatis","Myliobatidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myliobatis aquila","species","Myliobatis aquila","Myliobatis aquila","Myliobatis","Myliobatis","Myliobatidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,48,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,663,0,0,0,0,0,248,0,0,0,0,0,0,0,0
"Naucrates ductor","species","Naucrates ductor","Naucrates ductor","Naucrates","Naucrates","Carangidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nemipterus randalli","species","Nemipterus randalli","Nemipterus randalli","Nemipterus","Nemipterus","Nemipteridae",1239,597,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nerophis","genus",NA,NA,"Nerophis","Nerophis","Syngnathidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nerophis maculatus","species","Nerophis maculatus","Nerophis maculatus","Nerophis","Nerophis","Syngnathidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
"Notoscopelus elongatus","species","Notoscopelus elongatus","Notoscopelus elongatus","Notoscopelus","Notoscopelus","Myctophidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Odondebuenia balearica","species","Odondebuenia balearica","Odondebuenia balearica","Odondebuenia","Odondebuenia","Gobiidae",0,0,0,0,42,0,0,0,44,210,0,0,0,139,0,0,24,0,37,0,0,0,53,129,0,0,0,0,0,0,68,0,0,20,0,0,14,27,86,0,0,0,5846,1214,39850,16384,3124,132388,2469,832,0,0,0,0,0,0,0,0,0,0,29,16,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881,4761,0,1024,0,2092,2867,0,0,245,7762,115,0,0,0,0,0,41354,0,0,0,128,286,654,6466,4032,0,81137,609,275,0,0,0,0,0,266,0,472,376,1217,0,0
