"scientific_name","rank","species_name","species_name_fishbase","genus_name","genus_name_fishbase","family_name","DAR-2023-0067","DAR-2023-0068","DAR-2023-0069","DAR-2023-0142","DAR-2023-0143","DAR-2023-0144","DAR-2023-0145","DAR-2023-0148","DAR-2023-0426","DAR-2023-0427","DAR-2023-0428","DAR-2023-0461","DAR-2023-0470","DAR-2023-0471","DAR-2023-0472","DAR-2023-0473","DAR-2023-0474","DAR-2023-0475","DAR-2023-0901","DAR-2023-0902","DAR-2023-0903","DAR-2023-0904","DAR-2023-0905","DAR-2023-0906","DAR-2023-0907","DAR-2023-0908","DAR-2023-0909","DAR-2023-0910","DAR-2023-0911","DAR-2023-0912","DAR-2023-0913","DAR-2023-0914","DAR-2023-0915","DAR-2023-0916","DAR-2023-0917","DAR-2023-0918","DAR-2023-0920","DAR-2023-0921","DAR-2023-0922","DAR-2023-0923","DAR-2023-0924","DAR-2023-0925","DAR-2023-0942","DAR-2023-0943","DAR-2023-0945","DAR-2023-0946","DAR-2023-0947","DAR-2023-0948","DAR-2023-0949","DAR-2023-0950","DAR-2023-0951","DAR-2023-0952","DAR-2023-0953","DAR-2023-0954","DAR-2023-0955","DAR-2023-0956","DAR-2023-0957","DAR-2023-0958","DAR-2023-0959","DAR-2023-0960","DAR-2023-0961","DAR-2023-0962","DAR-2023-0963","DAR-2023-0964","DAR-2023-0965","DAR-2023-0966","DAR-2024-0281","DAR-2024-0282","DAR-2024-0283","DAR-2024-0284","DAR-2024-0285","DAR-2024-0286","DAR-2024-0320","DAR-2024-0321","DAR-2024-0322","DAR-2024-0323","DAR-2024-0324","DAR-2024-0325","DAR-2024-0326","DAR-2024-0332","DAR-2024-0333","DAR-2024-0334","DAR-2024-0335","DAR-2024-0337","DAR-2024-0338","DAR-2024-0339","DAR-2024-0340","DAR-2024-0341","DAR-2024-0342","DAR-2024-0343","DAR-2024-0344","DAR-2024-0345","DAR-2024-0346","DAR-2024-0347","DAR-2024-0348","DAR-2024-0349","SPY223077","SPY223078","SPY223079","SPY223082","SPY224132","SPY224134","SPY224144","SPY224145","SPY231691","SPY231692","SPY231693","SPY231694","SPY231695","SPY231696","SPY231697","SPY231698","SPY231699","SPY231700","SPY231701","SPY231702","SPY231703","SPY231704","SPY231737","SPY231738","SPY231739","SPY231740","SPY231741","SPY231742","SPY231743","SPY231744","SPY231865","SPY231870","SPY231871","SPY231873","SPY231874","SPY231877","SPY231878","SPY231893","SPY231894","SPY231895","SPY231896","SPY231911","SPY231912","SPY231913","SPY231914","SPY232040","SPY232041","SPY232042","SPY232048","SPY232049","SPY232050","SPY232051","SPY232056","SPY232057","SPY232087","SPY232088","SPY232094","SPY232140","SPY232157","SPY232190","SPY232191","SPY232192","SPY232193","SPY232198","SPY232201","SPY232204","SPY232207","SPY232208","SPY232215","SPY232224","SPY232226","SPY232234","SPY232238","SPY232240","SPY232269","SPY232275","SPY232277","SPY232665","SPY232671","SPY232673","SPY232674","SPY232675","SPY232678","SPY232683","SPY232684","SPY232685","SPY233347","SPY233349","SPY233353","SPY233356","SPY233357","SPY233364","SPY233371","SPY233713","SPY233720","SPY233723","SPY233813","SPY233814","SPY233820","SPY233821","SPY233822","SPY233828","SPY233829","SPY233830","SPY233951","SPY233952","SPY233953","SPY233956","SPY233957","SPY233958","SPY233961","SPY233970","SPY233975","SPY233976","SPY233977","SPY233978","SPY233979","SPY233982","SPY233983","SPY233985","SPY233991","SPY233992","SPY233993","SPY233994","SPY233999","SPY234000","SPY234002","SPY234003","SPY234005","SPY234006","SPY234007","SPY234009","SPY234010","SPY234011","SPY234014","SPY2401159","SPY2401169","SPY2401179","SPY2401187","SPY2401188","SPY2401197","SPY2401227","SPY2401228","SPY2401229","SPY2401231","SPY2401233","SPY2401234","SPY2401240","SPY2401242","SPY2401246","SPY2401247","SPY2401250","SPY2401256","SPY2401257","SPY2402756","SPY2402764","SPY2402766","SPY2402771"
"Merluccius merluccius","species","Merluccius merluccius","Merluccius merluccius","Merluccius","Merluccius","Merlucciidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microlipophrys","genus",NA,NA,"Microlipophrys","Microlipophrys","Blenniidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,0,735,23,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microlipophrys canevae","species","Microlipophrys canevae","Microlipophrys canevae","Microlipophrys","Microlipophrys","Blenniidae",0,24,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,44,0,44,27,325,0,31,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21392,284,17596,14833,13192,1302,486,839,0,0,0,0,0,0,0,8274,85,0,0,0,6930,0,0,0,0,3006,0,1150,0,0,1257,0,631,1519,0,0,0,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6284,0,0,0,0,21194,0,0,0,0,6935,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micromesistius poutassou","species","Micromesistius poutassou","Micromesistius poutassou","Micromesistius","Micromesistius","Gadidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Millerigobius","genus",NA,NA,"Millerigobius","Millerigobius","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,229,0,67,0,0,200,0,0,0,188,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,296,36,25,0,0,26,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964,0,0,0,0,435,0,717,0,0,773,0,0,38,153,0,0,0,0,0,0,409,0,0,0,0,0,0,0
"Millerigobius macrocephalus","species","Millerigobius macrocephalus","Millerigobius macrocephalus","Millerigobius","Millerigobius","Gobiidae",0,48,0,29,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mobula","genus",NA,NA,"Mobula","Mobula","Myliobatidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,14,0,0,204,33,0,64,2,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mola","genus",NA,NA,"Mola","Mola","Molidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,108,0,220,0,381,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mola mola","species","Mola mola","Mola mola","Mola","Mola","Molidae",0,0,0,0,47,0,0,110,0,0,0,186,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1068,26,0,51,0,0,75,996,150,3512,17095,913,0,288,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5980,1932,0,4494,159,7906,0,0,32955,0,0,0,0,0,3869,20748,6440,8859,0,30300,0,0,494,14618,0,0,0,0,0,0,0,0,0,423,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mugil","genus",NA,NA,"Mugil","Mugil","Mugilidae",0,0,0,0,0,0,0,0,0,0,0,23,0,0,68,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3108,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,12469,9991,0,0,0,24,0,0,0,0,0,0,0,0,118,0,22257,3666,0,26283,0,0,0,0,0,0,0,0,0,0,0,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9120,0,0,0,0,14484,0,0,0,0,0,0,14380,0,0,0,0,0,0,0,15699,0,0,0,4246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mullus","genus",NA,NA,"Mullus","Mullus","Mullidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,46,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,66,0,0,0,0,0,25,0,0,0,0,0,524,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,275,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mullus barbatus","species","Mullus barbatus","Mullus barbatus","Mullus","Mullus","Mullidae",0,0,0,90,26,94,0,0,0,30,0,162,0,0,85,262,7376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,118,31,312,34,171,215,0,0,39,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,17,0,364,236,62,0,22,0,0,0,0,0,0,0,0,0,255,51,0,821,243,1171,0,0,0,0,0,0,0,0,5506,8573,1448,1645,13487,4308,1391,388,0,0,0,174,611,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,1797,0,0,0,0,0,0,0,0,5719,1649,118,2213,438,0,228,0,3018,0,0,0,0,0,0,0,7816,0,0,0,568,0,2823,0,0,0,0,1591,3151,0,0,0,0,752,0,0,0,752,0,1517,0,0,1873,0,0,0,0,0,0,0,0,5912,0,2714,0,0,0,0,0,793,0,0,0,0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mullus surmuletus","species","Mullus surmuletus","Mullus surmuletus","Mullus","Mullus","Mullidae",0,0,0,66,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,193,28,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,130,0,0,0,0,0,0,0,0,0,0,54,65,0,0,0,0,37,0,0,58,13,101,0,0,0,0,0,0,155,0,0,0,113,154,0,0,0,0,5010,0,5010,0,2940,0,529,0,9618,943,530,732,238,0,54,604,0,24,55,74,43,0,1026,106,1449,3179,0,617,0,780,110,0,291,0,0,4104,2595,0,0,10,0,1658,590,0,4070,33,0,57,770,0,0,371,0,651,0,356,0,0,0,134,0,1451,0,0,0,0,726,12,718,0,0,928,0,2963,226,0,0,0,226,0,654,0,0,0,0,0,0,0,0,0,0,0,13635,0,14732,395,952,84,0,34029,167,1345,0,0,0,137,0,0,0,0,287,96,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0,125,0,0,172,92,0,21,0,0,110,0,110,0,0,0,0,0,0,0,0,0,0
"Muraena","genus",NA,NA,"Muraena","Muraena","Muraenidae",0,0,0,0,0,0,0,0,0,0,0,205,0,0,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,82,0,0,0,0,0,0,0,139,0,169,0,679,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2314,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,229,0,1603,0,1757,0,0,0,0,0,0,0,0,1603,0,0,0,0,0
"Muraena helena","species","Muraena helena","Muraena helena","Muraena","Muraena","Muraenidae",38,0,0,553,355,260,363,239,936,613,0,0,108,0,343,54,0,1074,0,0,0,0,0,0,0,0,0,41,15,0,0,0,0,0,0,46,0,0,334,578,303,436,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,86,256,552,0,0,0,0,0,0,0,0,0,60,0,0,343,131,0,0,0,0,0,0,0,0,0,0,0,2190,1633,201,0,187,0,0,1934,0,0,0,0,0,0,0,0,0,0,0,3947,0,0,0,0,0,0,0,933,681,249,162,0,197,113,276,1498,0,0,865,0,2044,2023,35563,0,0,0,1962,0,0,0,126,0,116,651,1054,1206,1635,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1392,0,0,10083,3663,602,0,883,0,0,19,0,3462,0,0,0,1139,0,0,0,0,2895,384,0,0,0,0,0,0,0,0,4773,5622,2251,3486,2596,6865,0,0,0,90128,70370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1795,0,227,0,10243,0,9282,0,3974,0,0,11135,0,42435,6393,961,0,0,0,0,0,0,4423,0,42435,0,0,0,0,0
"Mycteroperca","genus",NA,NA,"Mycteroperca","Mycteroperca","Serranidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycteroperca rubra","species","Mycteroperca rubra","Mycteroperca rubra","Mycteroperca","Mycteroperca","Serranidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,544,0,0,0,0,0,0,565,0,0,0,0,0,0,0
"Myctophidae","family",NA,NA,NA,NA,"Myctophidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myctophum","genus",NA,NA,"Myctophum","Myctophum","Myctophidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,2973,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myctophum punctatum","species","Myctophum punctatum","Myctophum punctatum","Myctophum","Myctophum","Myctophidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,6703,0,0,764,204,0,892,0,0,17891,63931,5011,0,2145,607,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,20574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myliobatis","genus",NA,NA,"Myliobatis","Myliobatis","Myliobatidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,139
